                        Natural Gas Pipeline Projects,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,Project Name,Pipeline Operator Name,Project Type,Status,Completed Date,Year In Service Date,State(s),Beg_State,End_State,Region(s),Beg_Region,End_Region,Thru_Region, Cost (millions) , Miles ,Additional Capacity (MMcf/d),Pipeline Diameter (Inches),Pipeline Type,Authority,Docket Number,Crosses State Border,Project Notes,Demand Served,Website
6/26/2009,GLT St Clair Looping,Great Lakes Gas Trans LTD,Expansion,Completed,11/8/1996,1996,"MI,ON",MI,ON,"Midwest, Canada",Midwest,Canada,,  4 ,  0 ,  50 ,36,Interstate,FERC,CP96-26,,,,
6/26/2009,GLT System Wide Expansion,Great Lakes Gas Trans LTD,Expansion,Completed,11/1/1998,1998,"MB,MN,WI,MI",MB,MI,"Canada, Midwest",Canada,Midwest,,  123 ,  72 ,  126 ,36,Interstate,FERC,CP96-647,,,,
5/20/2011,Golden Pass Pipeline,Golden Pass Pipeline,Lateral,Completed,3/10/2011,2011,"TX,LA",TX,LA,South Central,South Central,South Central,,,69,2500,  42 , Interstate ,FERC,CP04-400,Yes,,,
11/19/2021,Grand Chenier XPress Project,ANR Pipeline,Expansion,Completed,11/12/2021,2022,LA,LA,LA,South Central,South Central,South Central,,  200 ,,420,,Interstate,FERC,CP20-8,No,"Additional compression on ANR system to increase deliverability in Cameron Parish, LA",,
1/5/2024,Grasslands South Expansion Project,WBI Energy Transmission,Lateral,Completed,12/21/2023,2023,"ND, MT, WY",ND,WY,Mountain,Mountain,Mountain,,  31 ,15.30,94,12,Interstate,FERC,CP23-35,Yes,"Will provide ncremental firm natural gas transportation capacity from a new receipt station at the existing ONEOK Bear Creek Plant in Dunn County, North Dakota (in Bakken Shale) to a new interconnect with Big Horn Gas in Sheridan County, Wyoming. ",,
12/7/2013,Greenspring Expansion Project,Eastern Shore Natural Gas,Expansion,Completed,11/1/2013,2013,DE,DE,DE,Northeast,Northeast,Northeast,,  16 ,11,15,  16 , Interstate ,FERC,CP12-461,,,,
7/30/2010,Greyhawk North Lateral Phase I,Wycoff Gas Storage Co,Lateral,Completed,8/10/2009,2009,NY,NY,NY,Northeast,Northeast,Northeast,,  5 ,  4 ,  400 ,16,Interstate,FERC,CP03-33,,,,
6/26/2009,GS Bastian Bay Extension,Gulf South Pipeline,New Pipeline,Completed,11/17/1997,1997,LA,LA,LA,South Central,South Central,South Central,,  21 ,  16 ,  735 ,30,Interstate,FERC,CP96-572,,,,
6/26/2009,GS Carthage to Keatchie Pipeline Loop,Gulf South Pipeline,Expansion,Completed,12/15/2006,2006,"TX,LA",TX,LA,South Central,South Central,South Central,,  48 ,  21 ,  122 ,42,Interstate,FERC,CP06-127,,,,
6/26/2009,GS Five Flags Interconnect,Gulf South Pipeline,Expansion,Completed,11/25/1998,1998,"AL,FL",AL,FL,"South Central, Southeast",South Central,Southeast,,  1 ,  5 ,  25 ,10,Interstate,FERC,CP98-606,,,,
6/26/2009,GS Gulf Crossing Mississippi Loop,Gulf South Pipeline,Expansion,Completed,12/29/2008,2008,MS,MS,MS,South Central,South Central,South Central,,  25 ,  18 ,"  1,000 ",42,Interstate,FERC,CP07-401,,,,
6/26/2009,GS Gulfstream Interconnect,Gulf South Pipeline,Expansion,Completed,11/1/2002,2002,AL,AL,AL,South Central,South Central,South Central,,,  29 ,  236 ,"24,30",Interstate,FERC,CP02-407,,,,
6/26/2009,GS Mobile Compressor Expansion,Gulf South Pipeline,Expansion,Completed,8/31/2008,2008,"MS,AL",MS,AL,South Central,South Central,South Central,,  23 ,,  250 ,,Interstate,FERC,CP07-396,,,,
6/26/2009,GS Southeast Expansion,Gulf South Pipeline,Expansion,Completed,6/1/2008,2008,"MS,AL",MS,AL,South Central,South Central,South Central,,"  1,296 ",  111 ,"  1,272 ",42,Interstate,FERC,CP07-32,,,,
7/29/2010,GS Texas to Mississippi Expansion,Gulf South Pipeline,Expansion,Completed,6/2/2008,2008,"LA,MS",LA,MS,South Central,South Central,South Central,,  961 ,  243 ,"  1,700 ","36,42",Interstate,FERC,CP06-446,,,,
7/8/2010,Guardian Pipeline Expansion and Extension Project,Guardian Pipeline Co,Expansion,Completed,2/25/2009,2009,WI,WI,WI,Midwest,Midwest,Midwest,,  350 ,  119 ,  537 ,"20,42",Interstate,FERC,CP07-8,,,,
6/26/2009,Guardian Pipeline Project,Guardian Pipeline Co,New Pipeline,Completed,12/8/2002,2002,"IL,WI",IL,WI,Midwest,Midwest,Midwest,,  238 ,  142 ,  750 ,"16,36",Interstate,FERC,CP00-36,,,,
9/30/2019,Gulf Coast Express,"DCP Midstream, Targa Resources Corp.",New Pipeline,Completed,9/25/2019,2019,TX,TX,TX,South Central,South Central,South Central,,"  1,750 ",497.50,"1,980","36,42",Intrastate,,,No,Takeaway capacity from Permian to Gulf Coast; expected online in Oct 2019,,https://www.kindermorgan.com/pages/business/gas_pipelines/projects/kmtp/ 
1/3/2019,Gulf Connector Expansion Project,Transcontinental Gas Pipeline,Reversal,Completed,1/1/2019,2019,"MS,LA,TX",MS,TX,South Central,South Central,South Central,,  197 ,,475,,Interstate,FERC,CP16-494,Yes,Transco reversal to MS/AL; includes 850 MMcf/d additional takeaway capacity out of Marcellus,,http://www.1line.williams.com/Transco/files/presentations/2018CSSpringUpdate.pdf
7/8/2010,Gulf Crossing Pipeline Project,Gulf Crossing Pipeline,New Pipeline,Completed,8/11/2009,2009,"OK,TX,LA",OK,LA,South Central,South Central,South Central,,  121 ,  353 ,"  1,726 ",42,Interstate,FERC,CP07-398,,,,
7/21/2010,Gulf LNG Pipeline,Gulf LNG Pipeline LLC,New Pipeline,Completed,9/22/2011,2011,MS,MS,MS,South Central,South Central,South Central,,  10 ,5.02,1500,  36 , Interstate ,FERC,CP06-12/13/14,,,,
8/22/2016,Gulf Markets Expansion Phase 1 (bi-directional),Texas Eastern Transmission,Reversal,Completed,10/4/2016,2016,"PA,WV,OH,KY,TN,AL,MS,LA",PA,LA,"Northeast, Midwest, South Central",Northeast,South Central,Midwest,  149 ,,  250 ,,Interstate,FERC,CP15-90,Yes,,,
11/29/2017,Gulf Markets Expansion Phase 2 (bi-directional),Texas Eastern Transmission,Reversal,Completed,8/1/2017,2017,"PA,WV,OH,KY,TN,AL,MS,LA",PA,LA,"Northeast, Midwest, South Central",Northeast,South Central,Midwest,  27 ,,  400 ,,Interstate,FERC,CP15-90,Yes,,,
12/27/2022,Gulf Run Pipeline,Enable Gas Transmission,New Pipeline,Completed,12/14/2022,2022,LA,LA,LA,South Central,South Central,South Central,,  540 ,134,"1,650",,Interstate,FERC,CP20-70,No,Conenct Carthage/Perryville hubs (at Westdale) to LNG facilities along Gulf Coast (Starks/Gillis compressor),LNG,https://www.gulfrunpipeline.com 
9/6/2016,Gulf Trace Expansion Project,Transcontinental Gas Pipeline,Lateral,Completed,1/1/2017,2017,"MS,LA",MS,LA,South Central,South Central,South Central,,  278 ,  7 ,"  1,200 ",36,Interstate,FERC,CP15-29,Yes,Connect Transco to LNG demand in Texas,,
6/24/2019,Gulf Xpress,Columbia Gulf Transmission,Reversal,Completed,6/14/2019,2019,"KY,TN,MS,LA",KY,LA,"Midwest, South Central",Midwest,South Central,,,,875,,Interstate,FERC,CP16-361,Yes,,,https://www.transcanada.com/en/operations/natural-gas/gulf-xpress-project/ 
6/26/2009,Gulfstream Bayside Lateral,Tampa Electric Co,Lateral,Completed,12/1/2008,2008,FL,FL,FL,Southeast,Southeast,Southeast,,  30 ,  28 ,  200 ,24,Intrastate,State,na,,,,
6/26/2009,Gulfstream Martin Connector,Gulfstream Natural Gas System,Expansion,Completed,12/1/2004,2004,FL,FL,FL,Southeast,Southeast,Southeast,,  14 ,  5 ,  350 ,30,Interstate,FERC,CP04-09,,,,
7/12/2022,Gulfstream Phase VI Expansion Project,Gulfstream Natural Gas System LLC,Expansion,Completed,7/12/2022,2022,"AL,FL",AL,FL,"South Central, Southeast",South Central,Southeast,,  155 ,4,78,36,Interstate,FERC,CP19-475,Yes,Increase operating pressure on Gulfstream pipeline to serve Tampa Electric Company's Big Bend power plant ,Electric,
6/26/2009,Gulfstream Pipeline Phase 1,Gulfstream Natural Gas System,New Pipeline,Completed,6/15/2002,2002,"MS,AL,GM,FL",MS,FL,"South Central, Southeast",South Central,Southeast,,"  1,257 ",  560 ,"  1,130 ","30,36",Interstate,FERC,CP00-06,,,,
6/26/2009,Gulfstream Pipeline Phase 2,Gulfstream Natural Gas System,Lateral,Completed,1/31/2005,2005,FL,FL,FL,Southeast,Southeast,Southeast,,  237 ,  110 ,  175 ,"24,30",Interstate,FERC,CP00-06,,,,
6/26/2009,Gulfstream Pipeline Phase 3a,Gulfstream Natural Gas System,Lateral,Completed,9/1/2008,2008,FL,FL,FL,Southeast,Southeast,Southeast,,  129 ,34.3,185,  30 , Interstate ,FERC,CP00-06-014,,,,
7/8/2010,Gulfstream Pipeline Phase 3b,Gulfstream Natural Gas System,Lateral,Completed,8/21/2008,2008,FL,FL,FL,Southeast,Southeast,Southeast,,  112 ,34.3,160,  30 , Interstate ,FERC,CP00-06-014,,,,
6/26/2009,Gulfstream Pipeline Phase 4 (Bartow),Gulfstream Natural Gas System,Expansion,Completed,12/1/2008,2008,"AL,FL",AL,FL,"South Central, Southeast",South Central,Southeast,,  117 ,17.8,155,  20 , Interstate ,FERC,CP07-51,,,,
10/12/2011,Gulfstream Pipeline Phase 5,Gulfstream Natural Gas System,Lateral,Completed,4/1/2011,2011,FL,FL,FL,Southeast,Southeast,Southeast,,  51 ,,35,, Interstate ,FERC,CP10-4,,,,
1/21/2020,Hammerhead Pipeline,Equitrans Midstream Corporation,New Pipeline,Completed,8/1/2020,2020,"PA, WV",PA,WV,Northeast,Northeast,Northeast,,  555 ,  64 ,"1,600",,Interstate,WVDEP,WVR311119,Yes,"Gathering line to receipt point on EQT, to feed into Mountain Valley Pipeline",,https://www.equitransmidstream.com/gathering/
7/8/2010,Hampton Roads Crossing (HRX),Virginia Natural Gas,Expansion,Completed,12/1/2009,2009,VA,VA,VA,Northeast,Northeast,Northeast,,  146 ,21,100,  16 , Intrastate ,State,na,,,,
3/7/2014,Hancock compressor project,Millennium Pipeline,Expansion,Completed,3/31/2014,2014,NY,NY,NY,Northeast,Northeast,Northeast,,  49 ,,  108 ,,Interstate,FERC,CP13-14,,,,
2/15/2011,Haynesville Expansion Project,Regency Energy Partners LP,Expansion,Completed,1/15/2010,2010,LA,LA,LA,South Central,South Central,South Central,,"  1,053 ",  121 ,"  1,100 ","36,42",Intrastate,State,na,,,,
7/29/2010,Haynesville/Perryville Expansion,Gulf South Pipeline,Expansion,Completed,10/25/2010,2010,"TX,LA,MS",TX,MS,South Central,South Central,South Central,,  161 ,,  556 ,,Interstate,FERC,CP09-420,,,,
6/26/2009,Heartland Pipeline,ProLiance Energy LLC,New Pipeline,Completed,12/1/2006,2006,IN,IN,IN,Midwest,Midwest,Midwest,,  17 ,25,80,  16 , Intrastate ,State,na,,,,
3/11/2010,Hi Fields Lateral,Southeast Supply Header LLC,Lateral,Completed,1/11/2009,2009,"AL,MS",AL,MS,South Central,South Central,South Central,,  23 ,11,175,  16 , Interstate ,FERC,CP07-44,,,,
3/6/2014,High Plains 2013 Expansion Project,Colorado Interstate Gas Co,Lateral,Completed,3/11/2014,2014,CO,CO,CO,Mountain,Mountain,Mountain,,  25 ,  8 ,  225 ,24,Interstate,FERC,CP12-496,,,,
10/18/2019,High Plains Kiowa Lateral Expanson Project,Colorado Interstate Gas Co,Expansion,Completed,7/22/2019,2019,CO,CO,CO,Mountain,Mountain,Mountain,,  27 ,10.00,410,24,Interstate,FERC,CP19-56,No,"Deliver natural gas from processing plant in Denver-Julesburg Basin to CIG hub in Weld, CO",,
6/26/2009,HiLight Plant,MIGC Inc.,Lateral,Completed,12/15/1997,1997,WY,WY,WY,Mountain,Mountain,Mountain,,  3 ,  71 ,  45 ,,Interstate,FERC,CP97-183,,,,
6/14/2017,Hillabee Expansion phase 1,Transcontinental Gas Pipeline,Expansion,Completed,6/7/2017,2017,AL,AL,AL,South Central,South Central,South Central,,  300 ,  20 ,  818 ,"42,48",Interstate,FERC,CP15-16,No,,,
4/13/2020,Hillabee Expansion phase 2,Transcontinental Gas Pipeline,Expansion,Completed,4/13/2020,2020,AL,AL,AL,South Central,South Central,South Central,,  60 ,  11 ,206,42,Interstate,FERC,CP15-16,No,,,
6/26/2009,Hill-Lake Gas Storage Line,Falcon Gas Storage PL,Lateral,Completed,11/1/2001,2001,TX,TX,TX,South Central,South Central,South Central,,  7 ,  16 ,  300 ,20,Intrastate,State,na,,,,
6/26/2009,Hoback Pipeline Energy Project,Lower Valley Energy Coop,New Pipeline,Completed,12/12/2008,2008,WY,WY,WY,Mountain,Mountain,Mountain,,  20 ,49.75,5.81,  6 , Intrastate ,State,na,,,,
6/26/2009,Horseshoe Lake Lateral (A-334),Mississippi River Transmission,Lateral,Completed,5/1/2005,2005,IL,IL,IL,Midwest,Midwest,Midwest,,  18 ,  4 ,  134 ,20,Interstate,FERC,CP04-346,,,,
2/14/2011,Hot Spring Lateral Project,Texas Eastern Transmission,Lateral,Completed,6/15/2011,2011,"TX,AR",TX,AR,South Central,South Central,South Central,,  38 ,8.4,112,  16 , Interstate ,FERC,CP10-471,,,,
6/26/2009,Hungry Valley Lateral,Tuscarora Pipeline Co,Lateral,Completed,12/31/2000,2000,"OR,CA,NV",OR,NV,"Pacific, Mountain",Pacific,Mountain,,  10 ,  16 ,  10 ,16,Interstate,FERC,CP00-373,,,,
6/26/2009,Hutchinson Pipeline Project,Hutchinson Utilities Inc,New Pipeline,Completed,10/1/2003,2003,MN,MN,MN,Midwest,Midwest,Midwest,,  27 ,  89 ,  60 ,"12,16",Intrastate,State,na,,,,
6/26/2009,Import Expansion,Vermont Gas Sys Inc,Expansion,Completed,11/11/1999,1999,"QU,VT",QU,VT,"Canada, Northeast",Canada,Northeast,,  3 ,  190 ,  9 ,"10,16",Interstate,FERC,CP97-324,,,,
1/23/2018,Impulsora Pipeline,Nueva Era Pipeline,New Pipeline,Completed,12/1/2017,2017,TX,TX,TX,South Central,South Central,South Central,,,  200 ,  600 ,30,Intrastate,FERC,CP14-513,No,Anchor shipper is CFE (506 MMcf/d); the design capacity is not expected to be reached,,
7/10/2018,Impulsora Pipeline Crossing Project,Impulsora Pipeline,New Pipeline,Completed,5/30/2018,2018,"TX, MX",TX,MX,"South Central, Mexico",South Central,Mexico,,  14 ,  1 ,"  1,120 ",36,Interstate,FERC,"CP14-513, CP16-70",Yes,"While completed in Dec 2017, no flows until Nueva Era pipeline was completed on this data.  So that date is used for ""in service"", currently 600 MMcf/d, but expandable to 900 MMcf/d",,
9/4/2020,Index 99 Expansion Project,Gulf South Pipeline,New Pipeline,Completed,8/25/2020,2020,"LA, TX",LA,TX,South Central,South Central,South Central,,,  22 ,500,30,Interstate,FERC,CP19-125,Yes,Deliver Shelby Trough gas supplies to Gulf Coast demand markets,,
11/8/2012,Inergy Marc I Hub Line Project,Central New York Oil & Gas,Expansion,Completed,11/14/2012,2012,PA,PA,PA,Northeast,Northeast,Northeast,,,39,555,  30 , Interstate ,FERC,CP10-480,,,,
4/27/2021,Interconnect Pipeline Project,Clarksville Gas & Water Department,Lateral,Cancelled,,na,"KY,TN",KY,TN,Midwest,Midwest,Midwest,,,23,52,12,Interstate,FERC,CP14-101,Yes,,,
6/26/2009,Intrastate PL Link I,Tennessee Gas Pipeline Co,Expansion,Completed,11/1/1998,1998,TN,TN,TN,Midwest,Midwest,Midwest,,  6 ,  10 ,10,8,Intrastate,State,na,,,,
6/26/2009,Intrastate PL Link II,Tennessee Gas Pipeline Co,New Pipeline,Completed,4/1/2001,2001,TN,TN,TN,Midwest,Midwest,Midwest,,  6 ,  30 ,  25 ,8,Intrastate,State,na,,,,
3/11/2010,Iroquois 08/09 Expansion Phase 1,Iroquois Pipeline Co,Expansion,Completed,11/15/2008,2008,"NY,CT",NY,CT,Northeast,Northeast,Northeast,,  58 ,  2 ,  95 ,36,Interstate,FERC,CP07-457,,,,
7/8/2010,Iroquois 08/09 Expansion Phase 2,Iroquois Pipeline Co,Expansion,Completed,1/14/2009,2009,CT,CT,CT,Northeast,Northeast,Northeast,,  42 ,,80,, Interstate ,FERC,CP07-457,,,,
7/8/2010,Iroquois 08/09 Expansion Phase 3,Iroquois Pipeline Co,Expansion,Completed,11/1/2009,2009,NY,NY,NY,Northeast,Northeast,Northeast,,  24 ,,25,  16 , Interstate ,FERC,CP07-457,,,,
6/26/2009,Iroquois Eastchester Marine Expansion,Iroquois Pipeline Co,Lateral,Completed,2/5/2004,2004,"ON,CT,NY",ON,NY,"Canada, Northeast",Canada,Northeast,,  334 ,  37 ,  230 ,24,Interstate,FERC,CP00-232,,,,
6/26/2009,Iroquois Import Expansion,Iroquois Pipeline Co,Expansion,Completed,11/1/1998,1998,"ON,NY",ON,NY,"Canada, Northeast",Canada,Northeast,,  22 ,,  35 ,,Interstate,FERC,CP96-687,,,,
6/26/2009,Iroquois Market Access Project,Iroquois Pipeline Co,Expansion,Completed,11/5/2008,2008,"CT,NY",CT,NY,Northeast,Northeast,Northeast,,  42 ,,100,, Interstate ,FERC,CP02-31,,,,
10/18/2019,Island Gas Connector,Island Gas,New Pipeline,Cancelled,,,"WA,BC",WA,BC,"Pacific, Canada",Pacific,Canada,,,81.00,700,36,Interstate,,,Yes,No indication for several years this project will go forward,,
6/26/2009,"ISP ""Solution"" Gas Imports",Interenergy Sheffield Process,Expansion,Completed,11/1/1997,1997,"SK,ND",SK,ND,"Canada, Mountain",Canada,Mountain,,  1 ,  1 ,  3 ,8,Interstate,FERC,CP96-684,,,,
7/5/2017,Jacksonville Expansion Project,Florida Gas Trans Co,Expansion,Completed,6/1/2017,2017,FL,FL,FL,Southeast,Southeast,Southeast,,  47 ,  9 ,  15 ,"20,30",Interstate,FERC,CP15-144,No,,,
6/26/2009,Jamestown Pipeline,MichCon Energy Co,Expansion,Completed,9/1/2008,2008,MI,MI,MI,Midwest,Midwest,Midwest,,  80 ,  16 ,  120 ,30,Intrastate,State,na,,,,
9/6/2013,JL 47 Loop Project,Questar Pipeline,Expansion,Completed,9/5/2013,2013,UT,UT,UT,Mountain,Mountain,Mountain,,  15 ,14.7,62,  16 , Interstate ,FERC,CP13-19,,,,
7/29/2010,Joint Pipeline Expansion (SESH) Project,Southeast Supply Header LLC,Expansion,Completed,6/1/2011,2011,"LA,MS",LA,MS,South Central,South Central,South Central,,  69 ,,360," 42,36 ", Interstate ,FERC,CP09-40,,,,
10/18/2019,Joliet XPress Project,ANR Pipeline,Expansion,Cancelled,,,"MB,MN,WI,MI,ON,IN,IL",MB,IL,"Canada, Midwest",Canada,Midwest,,,,"2,200",,Interstate,FERC,,Yes,UNSUCCESSFUL open season 5/16/18; segment 1 from Empress to new Emerson-3 on Transcanada; segment 2 can deliver to either St. Clair (MI-ON) or Joliet hub in IL,,
8/30/2012,Jones Island Landfill Gas Project,Milwaukee Metropolitan Sewerage,New Pipeline,Completed,2/24/2012,2012,WI,WI,WI,Midwest,Midwest,Midwest,,  22 ,  14 ,,,Intrastate,State,na,,,,
2/10/2015,Junction Platform Project,Discovery Gas Transmission LLC,New Pipeline,Completed,2/7/2015,2015,GM,GM,GM,Gulf of Mexico,Gulf of Mexico,Gulf of Mexico,,  126 ,  20 ,  405 ,"12,30",Interstate,FERC,CP12-516,No,,,
12/28/2022,Kalama Lateral Project,Northwest Pipeline Co,Lateral,Cancelled,,na,WA,WA,WA,Pacific,Pacific,Pacific,,  23 ,  3 ,,24,Interstate,FERC,CP15-8,No,"Extended by FERC in 2019, but legal battles remain and construction has not started",,
6/26/2009,KB Pipeline Expansion,KB Pipeline Co,Lateral,Completed,5/1/2007,2007,OR,OR,OR,Pacific,Pacific,Pacific,,  1 ,  0 ,,20,Interstate,FERC,CP01-421,,,,
4/9/2018,Keys Energy Project,Dominion Cove Point LNG PL Co,Expansion,Completed,3/21/2017,2017,"VA,MD",VA,MD,Northeast,Northeast,Northeast,,  37 ,,107,, Interstate ,FERC,CP15-24,Yes,,,
7/8/2010,Kia Motor Lateral,City of LaGrange,Lateral,Completed,9/1/2009,2009,GA,GA,GA,Southeast,Southeast,Southeast,,  6 ,  13 ,  14 ,,Intrastate,State,na,,,,
7/8/2010,Kinder Morgan Louisiana Pipeline,Kinder Morgan Louisiana PL Co,New Pipeline,Completed,6/21/2009,2009,LA,LA,LA,South Central,South Central,South Central,,"  1,000 ",132,2130," 24,42 ", Interstate ,FERC,CP06-449,,,,
6/26/2009,Kings Ranch To Border Line,Coral Energy Corp,New Pipeline,Completed,10/23/2000,2000,TX,TX,TX,South Central,South Central,South Central,,  45 ,  103 ,  300 ,24,Intrastate,State,na,,,,
6/26/2009,Kings Ranch/Argulles Border Cross,Coral Energy Corp,Expansion,Completed,10/23/2000,2000,"TX,MX",TX,MX,"South Central, Mexico",South Central,Mexico,,  0 ,  0 ,  300 ,24,Interstate,FERC,CP99-564,,,,
2/10/2015,Kingsport Expansion,East Tennessee Nat Gas Co,Expansion,Completed,1/1/2015,2015,TN,TN,TN,Midwest,Midwest,Midwest,,  114 ,15.6,61,  16 , Interstate ,FERC,CP13-534,No,,,
6/26/2009,KM 2008 Grand Island Expansion,Kinder Morgan Energy Partners,Expansion,Completed,11/7/2008,2008,NE,NE,NE,Mountain,Mountain,Mountain,,  23 ,26,22," 12,16 ", Interstate ,FERC,na,,,,
1/31/2018,KM Border Pipeline Expansion ,Kinder Morgan Border Pipeline LLC,Expansion,Completed,2/20/2018,2018,"TX,MX",TX,MX,"South Central, Mexico",South Central,Mexico,,,0.26,150,  24 , Interstate ,FERC,CP17-474,Yes,This connection feeds KM Mier Monterrey Pipeline,,
6/26/2009,KM Chicago Pipeline,Kinder Morgan Illinois PL Co,New Pipeline,Completed,12/20/2007,2007,IL,IL,IL,Midwest,Midwest,Midwest,,  13 ,3.1,360,  24 , Interstate ,FERC,CP06-455,,,,
6/26/2009,KM Colorado Lateral Project,Kinder Morgan Energy Partners,Lateral,Completed,12/1/2008,2008,CO,CO,CO,Mountain,Mountain,Mountain,,  30 ,41.4,74,  12 , Interstate ,FERC,CP07-430,,,,
10/18/2019,KM Freeport Lateral,Kinder Morgan Energy Partners,Lateral,Cancelled,,,TX,TX,TX,South Central,South Central,South Central,,,40.00,320,  30 , Intrastate ,,,no,"No activity, filings, or announcements in years, so assumed cancelled; Connect KM Tejas mainline to Stratton Ridge/Freeport LNG",LNG,
6/26/2009,KM Horizon Pipeline Project,Kinder Morgan Energy Partners,New Pipeline,Completed,5/10/2002,2002,"IL,WI",IL,WI,Midwest,Midwest,Midwest,,  75 ,  29 ,  380 ,36,Interstate,FERC,CP00-129,,,,
6/26/2009,KM Huntsman Expansion,KM Interstate Pipeline Co,Expansion,Completed,6/1/2004,2004,"CO,NE",CO,NE,Mountain,Mountain,Mountain,,  27 ,,  62 ,"8,12",Interstate,FERC,CP03-39,,,,
6/26/2009,KM KN Interstate Pony Express,KM Interstate Pipeline Co,Conversion,Completed,8/1/1997,1997,"WY,KS,NE,MO",WY,MO,"Mountain, South Central, Midwest",Mountain,Midwest,South Central,  159 ,  850 ,  255 ,"20,22,24",Interstate,FERC,CP96-477,,,,
6/26/2009,KM Midcon Roma Export Station,Kinder Morgan Texas Pipeline,Expansion,Completed,3/20/2003,2003,"TX,MX",TX,MX,"South Central, Mexico",South Central,Mexico,,  1 ,  0 ,  375 ,30,Interstate,FERC,CP96-583,,,,
6/26/2009,KM Midcon Texas Pipeline Expansion,Kinder Morgan Texas Pipeline,New Pipeline,Completed,3/20/2003,2003,TX,TX,TX,South Central,South Central,South Central,,  32 ,  9 ,  375 ,30,Interstate,FERC,CP96-140,,,,
7/8/2010,KM Nebraska Ethanol Expansion Project,Kinder Morgan Energy Partners,Lateral,Completed,1/24/2009,2009,NE,NE,NE,Mountain,Mountain,Mountain,,  24 ,24.5,21.8," 12,16 ", Interstate ,FERC,CP08-44,,,,
6/26/2009,KM Rancho Pipeline Phase I,Kinder Morgan Energy Partners,Conversion,Completed,7/13/2004,2004,TX,TX,TX,South Central,South Central,South Central,,  30 ,  177 ,  170 ,24,Intrastate,State,na,,,,
6/26/2009,KM Rancho Pipeline Phase II,Kinder Morgan Energy Partners,Conversion,Completed,10/31/2005,2005,TX,TX,TX,South Central,South Central,South Central,,  40 ,  254 ,  150 ,24,Intrastate,State,na,,,,
